MasterID,TeluguNo,EnglishNo,TamilNo,HindiNo,TeluguTitle,EnglishTitle,TamilTitle,HindiTitle
734,734,734,0,0,దేవుడు దేనికి శిల్పియును,Devudu deniki shilpiyunu,,
735,735,735,0,0,యేసు ప్రభువా నీవే,Yesu prabhuva neeve,,
736,736,736,0,0,నీవు దేనిని వెదకుచున్నావు,Neevu denini vedakuchunnaavu,,
737,737,737,0,755,యేసు నీ స్వరూపమును,Yesu nee swaroopamunu,,यीशु तेरे चेहरे को देखता रहूँ
738,738,738,0,0,నీ మందిరమునందు,Nee Mandiramunandu,,
739,739,739,0,0,నమ్మదగినవాడవు - నెమ్మదిని,Nammadaginavadavu  nemmadini,,
740,740,740,0,0,యెహోవానైన నేను మార్పు లేని,Yehova naina nenu marpuleni,,
741,741,741,0,0,యేసుని రాజ్యము అది నిశ్చలమైనది,Yesuni rajyamu adi nischalamainadi,,
742,742,742,0,0,స్తుతియింతుము యేసు ప్రభువా,Sthuthiyinthumu yesu prabhu,,
743,743,743,544,0,జీవమునిచ్చెద జీవాధిపతికి,Jeevamu nitcheda jeevaadhi pathiki,ஜீவனைக் கொடுப்பேன் ஜீவாதிபதிக்கே,
744,744,744,0,346,నా నాథుడా నాయుల్లమిచ్చితి,Naa naadhudaa naa yullamichiti,,जी हम ने यीशु से कर ली प्रीत
745,745,745,540,558,యేసూ నా సిలువన్,Yesoo naa siluvan,இயேசுவே எந்தன் சிலுவையை எடுத்து,"यीशु के पीछे पीछे चला जा रहा हूँ मैं,"
746,746,746,547,0,నా యేసు మార్గమందున,Naa yesu maargamanduna,என் மீட்பர் சென்ற பாதையில்,
747,747,747,0,540,త్రిత్వమర్మము నెరిగిన,Trithwa marmamu nerigina,,"त्रियक प्रभु के नाम पर जान अपनी देनी होगी,"
748,748,748,541,536,దేవయాత్మ భాసురాగ్ని,Devayaatma bhasuraagni,தேவ ஆவியின் நெருப்பு தேஜஸாய் எரியுதே,"दिल में आग अब जलती है ... रूह की आग पवित्र,"
749,749,749,543,523,ప్రభుని దర్శనం,Prabhuni darshanam,இயேசுவின் தரிசனம் அடைந்த பின்,"प्रभु का दर्शन, यीशु का दर्शन,"
750,750,750,542,539,ప్రియ యేసుని సైన్య వీరులము,Priya Yesuni sainya veerulamu,பிரிய இயேசுவின் சேனை வீரர்கள் நாம்,"प्रिय यीशु मसीह के दलवाले, हम सैनिक हैं, हम सैनिक हैं,"
751,751,751,0,596,యాజక ధర్మము నెరిగి,Yaajaka dharamamu nerigi,,"यात्री हूँ मैं जग में प्रभुजी, चलता हूँ मार्ग मैं तेरा,"
752,752,752,546,526,యేసుని నిందను భరించి,Yesuni nindanu bharinchi,இயேசுவின் நிந்தையைச் சுமப்போம்,"जिल्लत उठा के तुम,"
753,753,753,548,524,యేసుని శిష్యులము యేగుదము,Yesuni shisyulamu yegudamu,இயேசுவின் சீஷர் நாம் ஏகிடுவோம்,"हम यीशु मसीह के चेले हैं, दुनिया में घूम मचा देगे,"
754,754,754,727,538,యేసుక్రీస్తే సజ్జనుడు,Yesu kriste sajjanudu,இயேசு கிறிஸ்தே நல்லவர்,"यीशु मसीह दिलावर है, शैतान से जोरावर है 2"
755,755,755,549,563,మనస్సార కృతజ్ఞత లిడుచు,Manassaara kruthajnatha liduchu,பொருளாலே கனம்பண்ணு கர்த்தரை,"उपकार की भेंट अपनी,"
756,756,756,0,534,ఈ జగతికి జ్యోతిని నేను,Ee jagatiki jyotini nenu,,इस जग का मैं दीपक हूँ ... जीवन ज्योत जगा दूँगा
757,757,757,545,560,నీ సిలువే నాకు శరణు,Nee siluve naaku sharanu,உம் சிலுவையே என் மேன்மை இயேசு நாதா,"है तेरे क्रूस में मेरी शरण, यीशु प्रभु  2"
758,758,758,553,585,నే నీవాడనై,Ne nee vaadanai,"திவ்ய அன்பின் சத்தத்தை, இரட்சகா","प्रभु तेरा हूँ तेरे वचन से ... तेरा प्रेम पहचानता हूँ,"
759,759,759,555,586,నాదు ప్రాణము ప్రభో,Naadu praanamu prabho,"எந்தன் ஜீவன் இயேசுவே,","प्रभु मेरा जीवन ले ... तेरा हो यह अभी से,"
760,760,760,552,583,యేసు ప్రభో నీకు,Yesu prabho neeku,இயேசுவுக்கே ஒப்புவித்தேன்,"यीशु को मैं सब कुछ देता ... सब कुछ अर्पण करता हूँ,"
761,761,761,551,0,నా రక్షకుని వెంబడింతు,Naa rakshakuni vembadinthu,பூவின் நற்கந்தம் வீசும் சோலையாயினும்,
762,762,762,554,0,నా యేసు నొప్పుకొనను,Naa Yesu noppukonanu,"நான் உம்மைப்பற்றி, இரட்சகா !",
763,763,763,550,587,సిల్వచెంత నేసువా,Silvachentha nesuvaa,"இயேசுவே ! கல்வாரியில்,","क्रूस के पास तू मुझे रख ... यीशु प्यारे त्राता,"
764,764,764,561,559,ప్రభు యేసుని నేను,Prabhu yesuni nenu,கர்த்தர் இயேசுவையே நான் பின் சென்றிடுவேன்,"मैं तो यीशु के पीछे पीछे चलूंगा, 2"
765,765,765,563,565,నా సర్వమైన,Naa sarvamaina,சர்வ வல்ல இயேசுவே உமக்கொப்படைக்கிறேன்,"मेरा सब कुछ है प्रभु, आज मैं तुझे सौंपता हूँ,"
